id,topic,message,timestamp,Temperature (°C),Air Quality,Humidity
627,t4g1,28.0;59.6;48,2024-07-23 16:42:38,28.0,59.6,48
628,t4g1,27.9;59.8;45,2024-07-23 16:52:38,27.9,59.8,45
629,t4g1,27.9;59.7;46,2024-07-23 17:02:39,27.9,59.7,46
630,t4g1,27.8;59.7;46,2024-07-23 17:12:39,27.8,59.7,46
631,t4g1,27.8;59.6;46,2024-07-23 17:22:40,27.8,59.6,46
632,t4g1,27.9;59.7;46,2024-07-23 17:32:40,27.9,59.7,46
633,t4g1,27.8;59.8;45,2024-07-23 17:42:41,27.8,59.8,45
634,t4g1,27.6;60.0;46,2024-07-23 17:52:42,27.6,60.0,46
635,t4g1,27.4;60.1;46,2024-07-23 18:02:42,27.4,60.1,46
636,t4g1,27.4;60.1;46,2024-07-23 18:12:42,27.4,60.1,46
637,t4g1,27.3;60.1;46,2024-07-23 18:22:43,27.3,60.1,46
638,t4g1,27.1;59.2;46,2024-07-23 18:32:44,27.1,59.2,46
639,t4g1,26.9;59.5;45,2024-07-23 18:42:44,26.9,59.5,45
640,t4g1,26.6;60.5;45,2024-07-23 18:52:44,26.6,60.5,45
641,t4g1,26.5;60.6;45,2024-07-23 19:02:45,26.5,60.6,45
642,t4g1,26.9;60.5;44,2024-07-23 19:12:45,26.9,60.5,44
643,t4g1,27.1;61.0;43,2024-07-23 19:22:46,27.1,61.0,43
644,t4g1,27.2;62.7;43,2024-07-23 19:32:46,27.2,62.7,43
645,t4g1,27.3;63.1;41,2024-07-23 19:42:47,27.3,63.1,41
646,t4g1,27.3;63.5;41,2024-07-23 19:52:47,27.3,63.5,41
647,t4g1,27.4;64.4;41,2024-07-23 20:02:48,27.4,64.4,41
648,t4g1,27.4;65.0;40,2024-07-23 20:12:48,27.4,65.0,40
649,t4g1,27.5;66.3;39,2024-07-23 20:22:49,27.5,66.3,39
650,t4g1,27.5;66.7;39,2024-07-23 20:32:49,27.5,66.7,39
651,t4g1,27.5;67.6;39,2024-07-23 20:42:50,27.5,67.6,39
652,t4g1,27.5;68.0;38,2024-07-23 20:52:50,27.5,68.0,38
653,t4g1,27.6;68.6;38,2024-07-23 21:02:51,27.6,68.6,38
654,t4g1,27.6;69.1;38,2024-07-23 21:12:51,27.6,69.1,38
655,t4g1,27.6;69.3;37,2024-07-23 21:22:52,27.6,69.3,37
656,t4g1,27.6;69.4;34,2024-07-23 21:32:52,27.6,69.4,34
657,t4g1,27.6;69.6;38,2024-07-23 21:42:53,27.6,69.6,38
658,t4g1,27.6;69.7;37,2024-07-23 21:52:53,27.6,69.7,37
659,t4g1,27.6;69.8;37,2024-07-23 22:02:54,27.6,69.8,37
