id,clientID,topic,message,timestamp
180,t4g1:113,t4g1,21.8;68.3;23,2024-07-09 13:43:09
181,t4g1:113,t4g1,21.9;68.5;23,2024-07-09 13:43:24
182,t4g1:113,t4g1,21.8;68.6;23,2024-07-09 13:43:39
183,t4g1:113,t4g1,21.8;68.6;23,2024-07-09 13:43:54
184,t4g1:113,t4g1,21.8;68.6;23,2024-07-09 13:44:09
185,t4g1:113,t4g1,21.8;68.7;23,2024-07-09 13:44:24
186,t4g1:113,t4g1,21.8;68.8;23,2024-07-09 13:44:39
187,t4g1:113,t4g1,21.9;68.7;23,2024-07-09 13:44:54
188,t4g1:113,t4g1,22.0;68.5;23,2024-07-09 13:45:09
189,t4g1:113,t4g1,22.0;68.2;23,2024-07-09 13:45:24
190,t4g1:113,t4g1,22.1;68.1;23,2024-07-09 13:45:39
191,t4g1:113,t4g1,22.2;68.0;23,2024-07-09 13:45:55
192,t4g1:113,t4g1,22.2;67.8;23,2024-07-09 13:46:09
193,t4g1:113,t4g1,22.3;67.7;23,2024-07-09 13:46:24
194,t4g1:113,t4g1,22.3;67.7;23,2024-07-09 13:46:39
195,t4g1:113,t4g1,22.3;67.8;23,2024-07-09 13:46:54
196,t4g1:113,t4g1,22.4;67.7;23,2024-07-09 13:47:09
197,t4g1:113,t4g1,22.4;67.7;23,2024-07-09 13:47:24
198,t4g1:113,t4g1,22.4;67.7;23,2024-07-09 13:47:39
199,t4g1:113,t4g1,22.4;67.9;23,2024-07-09 13:47:55
200,t4g1:113,t4g1,22.5;67.4;23,2024-07-09 13:48:10
201,t4g1:113,t4g1,22.5;67.3;23,2024-07-09 13:48:25
202,t4g1:113,t4g1,22.5;67.3;23,2024-07-09 13:48:40
203,t4g1:113,t4g1,22.5;67.2;23,2024-07-09 13:48:55
204,t4g1:113,t4g1,22.5;67.2;23,2024-07-09 13:49:10
205,t4g1:113,t4g1,22.5;67.1;23,2024-07-09 13:49:25
206,t4g1:113,t4g1,22.5;67.2;23,2024-07-09 13:49:40
207,t4g1:113,t4g1,22.5;67.3;23,2024-07-09 13:49:55
208,t4g1:113,t4g1,22.5;67.3;23,2024-07-09 13:50:10
209,t4g1:113,t4g1,22.5;67.3;24,2024-07-09 13:50:25
210,t4g1:113,t4g1,22.5;67.3;23,2024-07-09 13:50:40
211,t4g1:113,t4g1,22.5;67.2;23,2024-07-09 13:50:55
212,t4g1:113,t4g1,22.5;67.1;23,2024-07-09 13:51:10
213,t4g1:113,t4g1,22.5;67.0;23,2024-07-09 13:51:25
214,t4g1:113,t4g1,22.5;66.9;24,2024-07-09 13:51:40
215,t4g1:113,t4g1,22.6;66.9;23,2024-07-09 13:51:55
216,t4g1:113,t4g1,22.5;67.0;23,2024-07-09 13:52:10
217,t4g1:113,t4g1,22.3;67.3;23,2024-07-09 13:52:25
218,t4g1:113,t4g1,22.3;67.8;23,2024-07-09 13:52:40
219,t4g1:113,t4g1,22.2;68.0;23,2024-07-09 13:52:55
220,t4g1:113,t4g1,22.2;68.2;23,2024-07-09 13:53:10
221,t4g1:113,t4g1,22.1;68.6;23,2024-07-09 13:53:25
222,t4g1:141,t4g1,24.4;66.5;34,2024-07-15 16:07:16
223,t4g1:141,t4g1,24.3;70.5;35,2024-07-15 16:07:31
224,t4g1:141,t4g1,24.2;69.4;32,2024-07-15 16:07:46
225,t4g1:141,t4g1,24.0;68.2;30,2024-07-15 16:08:01
226,t4g1:141,t4g1,23.9;68.7;29,2024-07-15 16:08:16
227,t4g1:141,t4g1,23.9;68.9;27,2024-07-15 16:08:31
228,t4g1:141,t4g1,23.8;69.2;27,2024-07-15 16:08:46
229,t4g1:141,t4g1,23.7;69.2;26,2024-07-15 16:09:01
230,t4g1:141,t4g1,23.7;69.3;26,2024-07-15 16:09:16
231,t4g1:141,t4g1,23.6;69.6;25,2024-07-15 16:09:31
232,t4g1:141,t4g1,23.6;69.8;25,2024-07-15 16:09:46
233,t4g1:141,t4g1,23.6;69.7;25,2024-07-15 16:10:01
234,t4g1:141,t4g1,23.6;69.7;25,2024-07-15 16:10:16
235,t4g1:141,t4g1,23.6;69.8;25,2024-07-15 16:10:32
236,t4g1:141,t4g1,23.6;69.9;24,2024-07-15 16:10:46
237,t4g1:141,t4g1,23.5;70.1;24,2024-07-15 16:11:01
238,t4g1:141,t4g1,23.5;70.2;24,2024-07-15 16:11:17
239,t4g1:141,t4g1,23.5;70.4;24,2024-07-15 16:11:32
240,t4g1:141,t4g1,23.4;70.4;24,2024-07-15 16:11:47
241,t4g1:141,t4g1,23.5;70.4;24,2024-07-15 16:12:02
242,t4g1:141,t4g1,23.5;70.4;24,2024-07-15 16:12:17
243,t4g1:141,t4g1,23.6;70.2;24,2024-07-15 16:12:32
244,t4g1:141,t4g1,23.6;70.2;24,2024-07-15 16:12:47
245,t4g1:141,t4g1,23.6;70.2;24,2024-07-15 16:13:02
246,t4g1:141,t4g1,23.5;70.3;24,2024-07-15 16:13:17
247,t4g1:141,t4g1,23.7;70.0;19,2024-07-15 16:13:55
248,t4g1:141,t4g1,23.7;70.4;24,2024-07-15 16:14:10
249,t4g1:141,t4g1,23.7;69.9;24,2024-07-15 16:14:25
250,t4g1:141,t4g1,23.7;69.9;24,2024-07-15 16:14:40
251,t4g1:141,t4g1,23.8;69.8;24,2024-07-15 16:14:55
252,t4g1:141,t4g1,23.8;69.9;23,2024-07-15 16:15:10
253,t4g1:141,t4g1,23.8;69.9;24,2024-07-15 16:15:25
254,t4g1:141,t4g1,23.8;69.7;24,2024-07-15 16:15:40
255,t4g1:141,t4g1,23.8;69.6;24,2024-07-15 16:15:55
256,t4g1:141,t4g1,23.8;69.7;24,2024-07-15 16:16:10
257,t4g1:141,t4g1,23.8;73.2;24,2024-07-15 16:16:25
258,t4g1:141,t4g1,23.8;69.7;19,2024-07-15 16:17:09
259,t4g1:141,t4g1,23.8;69.8;24,2024-07-15 16:17:25
260,t4g1:141,t4g1,23.8;69.7;24,2024-07-15 16:17:39
261,t4g1:141,t4g1,23.8;69.7;24,2024-07-15 16:17:54
262,t4g1:141,t4g1,23.8;69.8;24,2024-07-15 16:18:10
263,t4g1:141,t4g1,23.8;70.0;24,2024-07-15 16:18:25
264,t4g1:141,t4g1,23.8;72.3;24,2024-07-15 16:18:40
265,t4g1:141,t4g1,23.8;71.9;24,2024-07-15 16:18:55
266,t4g1:141,t4g1,23.8;70.3;24,2024-07-15 16:19:10
267,t4g1:141,t4g1,23.8;70.2;24,2024-07-15 16:19:25
268,t4g1:141,t4g1,23.8;70.6;24,2024-07-15 16:19:40
269,t4g1:141,t4g1,23.8;70.0;24,2024-07-15 16:19:55
270,t4g1:141,t4g1,23.8;70.4;23,2024-07-15 16:20:10
271,t4g1:141,t4g1,23.7;70.2;24,2024-07-15 16:20:25
272,t4g1:141,t4g1,23.7;70.2;24,2024-07-15 16:20:40
273,t4g1:141,t4g1,23.7;70.3;24,2024-07-15 16:20:55
274,t4g1:141,t4g1,23.7;70.6;24,2024-07-15 16:21:10
275,t4g1:141,t4g1,23.8;71.7;24,2024-07-15 16:21:25
276,t4g1:141,t4g1,23.8;71.3;24,2024-07-15 16:21:40
277,t4g1:141,t4g1,23.8;73.0;24,2024-07-15 16:21:55
278,t4g1:141,t4g1,23.9;73.1;24,2024-07-15 16:22:10
279,t4g1:141,t4g1,24.0;73.7;24,2024-07-15 16:22:25
280,t4g1:141,t4g1,24.0;72.7;24,2024-07-15 16:22:40
281,t4g1:141,t4g1,24.0;74.3;24,2024-07-15 16:22:55
282,t4g1:141,t4g1,24.0;70.8;25,2024-07-15 16:23:10
283,t4g1:141,t4g1,24.0;70.8;25,2024-07-15 16:23:25
284,t4g1:141,t4g1,24.1;70.4;24,2024-07-15 16:23:40
285,t4g1:141,t4g1,24.1;71.3;24,2024-07-15 16:23:56
286,t4g1:141,t4g1,24.1;71.8;24,2024-07-15 16:24:10
287,t4g1:141,t4g1,24.1;69.7;24,2024-07-15 16:24:25
288,t4g1:141,t4g1,24.1;69.8;24,2024-07-15 16:24:41
289,t4g1:141,t4g1,24.1;69.9;24,2024-07-15 16:24:55
290,t4g1:141,t4g1,24.1;69.1;24,2024-07-15 16:25:10
291,t4g1:141,t4g1,24.1;68.9;24,2024-07-15 16:25:25
292,t4g1:141,t4g1,24.0;68.9;24,2024-07-15 16:25:40
293,t4g1:141,t4g1,24.0;69.0;24,2024-07-15 16:25:55
294,t4g1:141,t4g1,24.0;69.0;24,2024-07-15 16:26:10
295,t4g1:141,t4g1,24.0;69.0;24,2024-07-15 16:26:25
296,t4g1:141,t4g1,24.0;69.0;24,2024-07-15 16:26:41
297,t4g1:141,t4g1,24.0;69.0;24,2024-07-15 16:26:56
298,t4g1:141,t4g1,24.0;69.0;24,2024-07-15 16:27:10
299,t4g1:141,t4g1,24.0;69.1;24,2024-07-15 16:27:25
300,t4g1:141,t4g1,23.9;69.0;24,2024-07-15 16:27:41
301,t4g1:141,t4g1,23.9;69.0;24,2024-07-15 16:27:56
302,t4g1:141,t4g1,23.9;69.0;24,2024-07-15 16:28:11
303,t4g1:141,t4g1,23.9;69.1;24,2024-07-15 16:28:26
304,t4g1:141,t4g1,23.9;69.1;24,2024-07-15 16:28:41
305,t4g1:141,t4g1,23.9;69.2;24,2024-07-15 16:28:56
306,t4g1:141,t4g1,23.8;69.3;24,2024-07-15 16:29:11
307,t4g1:141,t4g1,23.7;69.4;24,2024-07-15 16:29:26
308,t4g1:141,t4g1,23.7;69.5;24,2024-07-15 16:29:41
309,t4g1:141,t4g1,23.7;69.7;24,2024-07-15 16:29:56
310,t4g1:141,t4g1,23.6;70.0;24,2024-07-15 16:30:11
311,t4g1:141,t4g1,23.6;70.2;24,2024-07-15 16:30:26
312,t4g1:139,t4g1,23.9;69.1;24,2024-07-15 16:41:47
313,t4g1:139,t4g1,26.2;61.6;26,2024-07-15 17:07:16
314,t4g1:139,t4g1,26.9;59.5;27,2024-07-15 17:17:16
315,t4g1:139,t4g1,26.7;59.8;28,2024-07-15 17:27:17
316,t4g1:139,t4g1,26.6;60.2;28,2024-07-15 17:37:17
317,t4g1:139,t4g1,26.6;60.2;26,2024-07-15 17:47:18
318,t4g1:139,t4g1,26.5;60.4;28,2024-07-15 17:57:19
319,t4g1:139,t4g1,26.4;60.6;28,2024-07-15 18:07:19
320,t4g1:139,t4g1,26.3;60.9;27,2024-07-15 18:17:20
321,t4g1:139,t4g1,26.3;60.8;28,2024-07-15 18:27:20
322,t4g1:139,t4g1,26.1;61.0;28,2024-07-15 18:37:21
323,t4g1:139,t4g1,26.1;60.8;29,2024-07-15 18:47:21
324,t4g1:139,t4g1,26.0;60.7;28,2024-07-15 18:57:22
325,t4g1:139,t4g1,26.1;60.7;29,2024-07-15 19:07:22
326,t4g1:139,t4g1,26.3;61.3;29,2024-07-15 19:17:23
327,t4g1:139,t4g1,26.4;61.5;28,2024-07-15 19:27:24
328,t4g1:139,t4g1,26.5;62.2;30,2024-07-15 19:37:24
329,t4g1:139,t4g1,26.6;62.5;29,2024-07-15 19:47:24
330,t4g1:139,t4g1,26.7;63.0;28,2024-07-15 19:57:25
331,t4g1:139,t4g1,26.7;63.7;28,2024-07-15 20:07:26
332,t4g1:139,t4g1,26.8;64.9;29,2024-07-15 20:17:26
333,t4g1:139,t4g1,26.8;65.9;28,2024-07-15 20:27:27
334,t4g1:139,t4g1,26.9;66.3;28,2024-07-15 20:37:27
335,t4g1:139,t4g1,26.9;67.0;28,2024-07-15 20:47:28
336,t4g1:139,t4g1,26.9;67.4;28,2024-07-15 20:57:28
337,t4g1:139,t4g1,27.0;67.9;28,2024-07-15 21:07:28
338,t4g1:139,t4g1,27.0;68.4;28,2024-07-15 21:17:29
339,t4g1:139,t4g1,27.0;68.5;44,2024-07-15 21:27:30
340,t4g1:139,t4g1,27.0;69.2;28,2024-07-15 21:37:30
341,t4g1:139,t4g1,27.1;69.6;28,2024-07-15 21:47:30
342,t4g1:139,t4g1,27.1;69.8;29,2024-07-15 21:57:31
343,t4g1:139,t4g1,27.1;69.7;28,2024-07-15 22:07:32
344,t4g1:139,t4g1,27.1;70.2;29,2024-07-15 22:17:32
345,t4g1:139,t4g1,27.1;70.4;28,2024-07-15 22:27:32
346,t4g1:139,t4g1,27.1;70.1;29,2024-07-15 22:37:33
347,t4g1:139,t4g1,27.1;70.5;28,2024-07-15 22:47:33
348,t4g1:139,t4g1,27.2;70.7;29,2024-07-15 22:57:34
349,t4g1:139,t4g1,27.2;70.9;30,2024-07-15 23:07:34
350,t4g1:139,t4g1,27.2;71.1;30,2024-07-15 23:17:35
351,t4g1:139,t4g1,27.2;71.2;44,2024-07-15 23:27:36
352,t4g1:139,t4g1,27.2;71.2;29,2024-07-15 23:37:36
353,t4g1:139,t4g1,27.2;71.4;29,2024-07-15 23:47:37
354,t4g1:139,t4g1,27.3;71.5;30,2024-07-15 23:57:37
355,t4g1:139,t4g1,27.3;71.2;30,2024-07-16 00:07:38
356,t4g1:139,t4g1,27.3;71.7;29,2024-07-16 00:17:38
357,t4g1:139,t4g1,27.3;71.8;30,2024-07-16 00:27:39
358,t4g1:139,t4g1,27.3;71.8;30,2024-07-16 00:37:39
359,t4g1:139,t4g1,27.3;72.1;31,2024-07-16 00:47:40
360,t4g1:139,t4g1,27.3;72.2;30,2024-07-16 00:57:40
361,t4g1:139,t4g1,27.2;72.2;29,2024-07-16 01:07:41
362,t4g1:139,t4g1,27.3;72.4;30,2024-07-16 01:17:41
363,t4g1:139,t4g1,27.3;72.4;30,2024-07-16 01:27:42
364,t4g1:139,t4g1,27.3;72.8;31,2024-07-16 01:37:42
365,t4g1:139,t4g1,27.3;72.8;30,2024-07-16 01:47:43
366,t4g1:139,t4g1,27.3;73.2;30,2024-07-16 01:57:43
367,t4g1:139,t4g1,27.3;73.1;30,2024-07-16 02:07:44
368,t4g1:139,t4g1,27.3;73.1;28,2024-07-16 02:17:44
369,t4g1:139,t4g1,27.3;73.3;29,2024-07-16 02:27:45
370,t4g1:139,t4g1,27.3;73.3;30,2024-07-16 02:37:45
371,t4g1:139,t4g1,27.3;73.1;30,2024-07-16 02:47:46
372,t4g1:139,t4g1,27.3;73.0;33,2024-07-16 02:57:46
373,t4g1:139,t4g1,27.3;73.2;31,2024-07-16 03:07:47
374,t4g1:139,t4g1,27.3;73.2;31,2024-07-16 03:17:47
375,t4g1:139,t4g1,27.3;73.3;31,2024-07-16 03:27:48
376,t4g1:139,t4g1,27.3;73.4;31,2024-07-16 03:37:48
377,t4g1:139,t4g1,27.3;73.5;31,2024-07-16 03:47:49
378,t4g1:139,t4g1,27.3;73.5;31,2024-07-16 03:57:49
379,t4g1:139,t4g1,27.3;73.7;31,2024-07-16 04:07:50
380,t4g1:139,t4g1,27.3;73.6;31,2024-07-16 04:17:50
381,t4g1:139,t4g1,27.3;73.6;36,2024-07-16 04:27:51
382,t4g1:139,t4g1,27.3;73.8;32,2024-07-16 04:37:51
383,t4g1:139,t4g1,27.3;73.9;31,2024-07-16 04:47:52
384,t4g1:139,t4g1,27.3;74.4;31,2024-07-16 04:57:52
385,t4g1:139,t4g1,27.3;74.4;31,2024-07-16 05:07:53
386,t4g1:139,t4g1,27.3;74.7;31,2024-07-16 05:17:53
387,t4g1:139,t4g1,27.4;74.6;31,2024-07-16 05:27:53
388,t4g1:139,t4g1,27.4;74.8;31,2024-07-16 05:37:54
389,t4g1:139,t4g1,27.3;74.9;28,2024-07-16 05:47:54
390,t4g1:139,t4g1,27.3;74.9;30,2024-07-16 05:57:55
391,t4g1:139,t4g1,27.4;75.0;32,2024-07-16 06:07:56
392,t4g1:139,t4g1,27.3;75.3;30,2024-07-16 06:17:56
393,t4g1:139,t4g1,27.3;75.0;33,2024-07-16 06:27:56
394,t4g1:139,t4g1,27.3;72.2;31,2024-07-16 06:37:57
395,t4g1:139,t4g1,27.1;70.2;33,2024-07-16 06:47:58
396,t4g1:139,t4g1,26.9;69.1;34,2024-07-16 06:57:58
397,t4g1:139,t4g1,26.7;68.1;35,2024-07-16 07:07:59
398,t4g1:139,t4g1,26.5;67.9;36,2024-07-16 07:17:59
399,t4g1:139,t4g1,26.3;67.0;37,2024-07-16 07:28:00
400,t4g1:139,t4g1,26.2;66.3;37,2024-07-16 07:38:00
401,t4g1:139,t4g1,26.0;65.3;38,2024-07-16 07:48:01
