id,clientID,topic,message,timestamp
132,t4g6:113,t4g6,24.69;58.47;27,9/7/2024 12:08
133,t4g6:113,t4g6,24.52;59.28;27,9/7/2024 12:08
134,t4g6:113,t4g6,24.39;58.91;27,9/7/2024 12:08
135,t4g6:113,t4g6,24.35;59.21;27,9/7/2024 12:09
136,t4g6:113,t4g6,24.31;59.48;27,9/7/2024 12:09
137,t4g6:113,t4g6,24.27;59.84;26,9/7/2024 12:09
138,t4g6:113,t4g6,24.27;60.13;27,9/7/2024 12:09
139,t4g6:113,t4g6,24.24;59.95;27,9/7/2024 12:10
140,t4g6:113,t4g6,24.20;59.92;27,9/7/2024 12:10
141,t4g6:113,t4g6,24.21;59.96;26,9/7/2024 12:10
142,t4g6:113,t4g6,24.20;60.13;21,9/7/2024 12:12
143,t4g6:113,t4g6,24.13;60.12;27,9/7/2024 12:12
144,t4g6:113,t4g6,24.23;60.25;27,9/7/2024 12:12
145,t4g6:113,t4g6,24.41;59.80;27,9/7/2024 12:13
146,t4g6:113,t4g6,24.35;59.66;27,9/7/2024 12:13
147,t4g6:113,t4g6,24.25;60.29;27,9/7/2024 12:13
148,t4g6:113,t4g6,24.24;60.46;28,9/7/2024 12:13
149,t4g6:113,t4g6,24.21;60.45;27,9/7/2024 12:14
150,t4g6:113,t4g6,24.30;60.70;28,9/7/2024 12:14
151,t4g6:113,t4g6,24.27;60.55;28,9/7/2024 12:14
152,t4g6:113,t4g6,24.20;60.28;28,9/7/2024 12:14
153,t4g6:113,t4g6,24.21;60.45;27,9/7/2024 12:15
154,t4g6:113,t4g6,24.28;60.26;28,9/7/2024 12:15
155,t4g6:113,t4g6,24.38;59.94;27,9/7/2024 12:15
156,t4g6:113,t4g6,24.35;59.90;27,9/7/2024 12:15
157,t4g6:113,t4g6,24.32;59.93;27,9/7/2024 12:16
158,t4g6:113,t4g6,26.8;54.5;20,9/7/2024 12:16
159,t4g6:113,t4g6,26.3;54.2;27,9/7/2024 12:16
160,t4g6:113,t4g6,25.9;55.0;27,9/7/2024 12:17
161,t4g6:113,t4g6,25.6;55.6;27,9/7/2024 12:17
162,t4g6:113,t4g6,25.5;56.0;27,9/7/2024 12:17
163,t4g6:113,t4g6,25.3;56.4;27,9/7/2024 12:17
164,t4g6:113,t4g6,25.2;56.7;27,9/7/2024 12:18
165,t4g6:113,t4g6,25.0;57.1;27,9/7/2024 12:18
166,t4g6:113,t4g6,25.1;57.7;27,9/7/2024 12:18
167,t4g6:113,t4g6,25.0;57.4;27,9/7/2024 12:18
168,t4g6:113,t4g6,25.0;57.3;27,9/7/2024 12:19
169,t4g6:113,t4g6,25.0;57.4;27,9/7/2024 12:19
170,t4g6:113,t4g6,25.0;57.3;27,9/7/2024 12:19
171,t4g6:113,t4g6,25.0;57.5;27,9/7/2024 12:19
172,t4g6:11324.9;57.2;20,t4g6,nan,9/7/2024 12:20
173,t4g6:11325.1;57.0;27,t4g6,nan,9/7/2024 12:20
174,t4g6:11325.0;57.5;27,t4g6,nan,9/7/2024 12:21
175,t4g6:11325.0;57.2;27,t4g6,nan,9/7/2024 12:21
176,t4g6:11325.0;57.0;27,t4g6,nan,9/7/2024 12:21
177,t4g6:11325.1;56.9;27,t4g6,nan,9/7/2024 12:21
178,t4g6:11325.1;56.8;27,t4g6,nan,9/7/2024 12:22
179,t4g6:11325.0;57.1;27,t4g6,nan,9/7/2024 12:22
180,t4g6:11325.0;57.1;27,t4g6,nan,9/7/2024 12:22
181,t4g6:11325.1;57.0;27,t4g6,nan,9/7/2024 12:22
182,t4g6:11325.1;57.1;27,t4g6,nan,9/7/2024 12:23
183,t4g6:11325.0;57.3;27,t4g6,nan,9/7/2024 12:23
184,t4g6:11325.1;57.0;27,t4g6,nan,9/7/2024 12:23
185,t4g6:11325.1;57.1;27,t4g6,nan,9/7/2024 12:23
186,t4g6:11325.1;57.1;27,t4g6,nan,9/7/2024 12:24
187,t4g6:11325.1;57.0;27,t4g6,nan,9/7/2024 12:24
188,t4g6:11325.1;57.2;27,t4g6,nan,9/7/2024 12:24
189,t4g6:11325.1;57.2;27,t4g6,nan,9/7/2024 12:24
190,t4g6:11325.1;57.2;27,t4g6,nan,9/7/2024 12:25
191,24.9;58.4;20,t4g6,nan,9/7/2024 12:25
192,25.1;57.8;27,t4g6,nan,9/7/2024 12:25
193,25.3;57.3;27,t4g6,nan,9/7/2024 12:26
194,25.4;56.7;27,t4g6,nan,9/7/2024 12:26
195,25.4;56.6;27,t4g6,nan,9/7/2024 12:26
196,25.6;56.4;27,t4g6,nan,9/7/2024 12:26
197,25.7;55.9;27,t4g6,nan,9/7/2024 12:27
198,25.8;55.4;27,t4g6,nan,9/7/2024 12:27
199,t4g6:113;26.1;54.8;20,t4g6,nan,9/7/2024 12:27
200,t4g6:113;26.2;55.1;26,t4g6,nan,9/7/2024 12:28
201,t4g6:113;26.2;55.0;27,t4g6,nan,9/7/2024 12:28
202,t4g6:113;26.1;54.7;27,t4g6,nan,9/7/2024 12:28
203,t4g6:113;26.1;54.7;26,t4g6,nan,9/7/2024 12:28
204,t4g6:113;26.2;54.6;27,t4g6,nan,9/7/2024 12:29
205,t4g6:113;26.2;54.6;27,t4g6,nan,9/7/2024 12:29
206,t4g6:113;26.1;54.5;27,t4g6,nan,9/7/2024 12:29
207,t4g6:113;26.2;54.8;27,t4g6,nan,9/7/2024 12:29
208,t4g6:113;26.3;54.7;27,t4g6,nan,9/7/2024 12:30
209,t4g6:113;26.3;54.4;27,t4g6,nan,9/7/2024 12:30
210,t4g6:113;26.2;54.2;27,t4g6,nan,9/7/2024 12:30
211,t4g6:113;26.2;54.5;27,t4g6,nan,9/7/2024 12:30
212,t4g6:113;26.2;54.5;26,t4g6,nan,9/7/2024 12:31
213,t4g6:113;26.3;54.4;27,t4g6,nan,9/7/2024 12:31
214,t4g6:113;26.4;54.0;27,t4g6,nan,9/7/2024 12:31
215,t4g6:113;26.3;53.7;27,t4g6,nan,9/7/2024 12:31
216,t4g6:113;26.4;53.6;27,t4g6,nan,9/7/2024 12:32
217,t4g6:113;26.5;53.4;26,t4g6,nan,9/7/2024 12:32
218,t4g6:113;26.5;53.3;27,t4g6,nan,9/7/2024 12:32
219,t4g6:113;26.4;53.3;26,t4g6,nan,9/7/2024 12:32
220,t4g6:113;26.5;53.4;27,t4g6,nan,9/7/2024 12:33
221,t4g6:113;26.5;53.3;26,t4g6,nan,9/7/2024 12:33
222,t4g6:113;26.5;53.5;27,t4g6,nan,9/7/2024 12:33
223,t4g6:113;26.5;53.1;27,t4g6,nan,9/7/2024 12:33
224,t4g6:113;26.6;52.9;27,t4g6,nan,9/7/2024 12:34
225,t4g6:113;26.4;53.1;27,t4g6,nan,9/7/2024 12:34
226,t4g6:113;26.4;53.1;27,t4g6,nan,9/7/2024 12:34
227,t4g6:113;26.5;53.7;27,t4g6,nan,9/7/2024 12:34
228,t4g6:113;26.5;53.3;27,t4g6,nan,9/7/2024 12:35
229,t4g6:113;26.4;53.4;27,t4g6,nan,9/7/2024 12:35
230,t4g6:113;26.4;53.8;20,t4g6,nan,9/7/2024 12:36
231,t4g6:113;26.5;53.9;27,t4g6,nan,9/7/2024 12:36
232,t4g6:113;26.3;53.3;27,t4g6,nan,9/7/2024 12:36
233,t4g6:113;26.6;53.1;19,t4g6,nan,9/7/2024 12:37
234,t4g6:113;26.5;53.1;27,t4g6,nan,9/7/2024 12:37
235,t4g6:113;26.5;53.2;20,t4g6,nan,9/7/2024 12:38
236,t4g6:113;26.6;53.0;27,t4g6,nan,9/7/2024 12:38
237,t4g6:113;26.7;52.9;27,t4g6,nan,9/7/2024 12:38
238,t4g6:113;26.1;53.8;20,t4g6,nan,9/7/2024 12:39
239,t4g6:113;25.8;54.9;27,t4g6,nan,9/7/2024 12:39
240,t4g6:113;25.6;55.7;27,t4g6,nan,9/7/2024 12:39
241,t4g6:113;25.4;56.0;27,t4g6,nan,9/7/2024 12:39
242,t4g6:113;25.3;56.3;27,t4g6,nan,9/7/2024 12:40
243,t4g6:113;25.3;56.5;27,t4g6,nan,9/7/2024 12:40
244,t4g6:113;25.2;56.3;27,t4g6,nan,9/7/2024 12:40
245,t4g6:113;25.2;56.3;27,t4g6,nan,9/7/2024 12:40
246,t4g6:113;25.1;56.9;27,t4g6,nan,9/7/2024 12:41
247,t4g6:113;25.4;56.6;27,t4g6,nan,9/7/2024 12:41
248,t4g6:113;25.6;56.0;27,t4g6,nan,9/7/2024 12:41
249,t4g6:113;25.7;55.3;27,t4g6,nan,9/7/2024 12:41
250,t4g6:113;25.7;55.2;27,t4g6,nan,9/7/2024 12:42
251,t4g6:113;25.6;55.4;27,t4g6,nan,9/7/2024 12:42
252,t4g6:113;25.5;55.8;27,t4g6,nan,9/7/2024 12:42
253,t4g6:113;25.5;55.7;27,t4g6,nan,9/7/2024 12:42
254,t4g6:113;25.5;55.7;27,t4g6,nan,9/7/2024 12:43
255,t4g6:113;25.5;55.9;27,t4g6,nan,9/7/2024 12:43
256,t4g6:113;25.4;56.0;27,t4g6,nan,9/7/2024 12:43
257,t4g6:113;25.3;56.3;27,t4g6,nan,9/7/2024 12:43
258,t4g6:113;25.5;56.1;27,t4g6,nan,9/7/2024 12:44
259,t4g6:113;25.3;56.1;20,t4g6,nan,9/7/2024 12:44
260,t4g6:113;24.9;56.9;27,t4g6,nan,9/7/2024 12:45
261,t4g6:113;24.9;57.3;27,t4g6,nan,9/7/2024 12:45
262,t4g6:113;24.6;58.0;27,t4g6,nan,9/7/2024 12:45
263,t4g6:113;24.5;58.4;27,t4g6,nan,9/7/2024 12:45
264,t4g6:113;24.4;58.8;27,t4g6,nan,9/7/2024 12:46
265,t4g6:113;24.3;58.7;27,t4g6,nan,9/7/2024 12:46
266,t4g6:113;24.3;59.0;27,t4g6,nan,9/7/2024 12:46
267,t4g6:113;24.1;59.6;27,t4g6,nan,9/7/2024 12:46
268,t4g6:113;24.0;59.7;27,t4g6,nan,9/7/2024 12:47
269,t4g6:113;23.9;60.4;27,t4g6,nan,9/7/2024 12:47
270,t4g6:113;23.8;60.5;27,t4g6,nan,9/7/2024 12:47
271,t4g6:113;23.8;60.7;27,t4g6,nan,9/7/2024 12:47
272,t4g6:113;23.7;60.7;27,t4g6,nan,9/7/2024 12:48
273,t4g6:113;23.6;60.7;27,t4g6,nan,9/7/2024 12:48
274,t4g6:113;23.5;60.9;27,t4g6,nan,9/7/2024 12:48
275,t4g6:113;23.5;61.1;27,t4g6,nan,9/7/2024 12:48
276,t4g6:113;23.4;61.2;27,t4g6,nan,9/7/2024 12:49
277,t4g6:113;23.4;61.3;26,t4g6,nan,9/7/2024 12:49
278,t4g6:113;23.4;61.5;27,t4g6,nan,9/7/2024 12:49
279,t4g6:113;23.3;61.6;27,t4g6,nan,9/7/2024 12:49
280,t4g6:113;23.3;61.8;27,t4g6,nan,9/7/2024 12:50
281,t4g6:113;23.2;62.0;27,t4g6,nan,9/7/2024 12:50
282,t4g6:113;23.2;61.8;27,t4g6,nan,9/7/2024 12:50
283,t4g6:113;23.2;61.8;27,t4g6,nan,9/7/2024 12:50
284,t4g6:113;23.1;61.8;27,t4g6,nan,9/7/2024 12:51
285,t4g6:113;23.1;61.9;27,t4g6,nan,9/7/2024 12:51
286,t4g6:113;23.1;61.9;27,t4g6,nan,9/7/2024 12:51
287,t4g6:113;23.1;62.0;27,t4g6,nan,9/7/2024 12:51
288,t4g6:113;23.0;62.0;27,t4g6,nan,9/7/2024 12:52
289,t4g6:113;23.0;62.1;27,t4g6,nan,9/7/2024 12:52
290,t4g6:113;23.0;62.2;27,t4g6,nan,9/7/2024 12:52
291,t4g6:113;23.0;62.3;26,t4g6,nan,9/7/2024 12:52
292,t4g6:113;23.0;62.3;27,t4g6,nan,9/7/2024 12:53
293,t4g6:113;23.0;62.2;27,t4g6,nan,9/7/2024 12:53
294,t4g6:113;23.0;62.3;27,t4g6,nan,9/7/2024 12:53
295,t4g6:113;23.0;62.4;27,t4g6,nan,9/7/2024 12:53
296,t4g6:113;23.0;62.5;27,t4g6,nan,9/7/2024 12:54
297,t4g6:113;23.0;62.3;27,t4g6,nan,9/7/2024 12:54
298,t4g6:113;23.0;62.3;27,t4g6,nan,9/7/2024 12:54
299,t4g6:113;23.0;62.4;27,t4g6,nan,9/7/2024 12:54
300,t4g6:113;23.0;62.2;27,t4g6,nan,9/7/2024 12:55
301,t4g6:113;22.9;62.1;27,t4g6,nan,9/7/2024 12:55
302,t4g6:113;22.9;62.3;27,t4g6,nan,9/7/2024 12:55
303,t4g6:113;22.9;62.2;27,t4g6,nan,9/7/2024 12:55
304,t4g6:113;22.9;62.3;27,t4g6,nan,9/7/2024 12:56
305,t4g6:113;22.9;62.3;27,t4g6,nan,9/7/2024 12:56
306,t4g6:113;22.9;62.4;27,t4g6,nan,9/7/2024 12:56
307,t4g6:113;22.9;62.4;27,t4g6,nan,9/7/2024 12:56
308,t4g6:113;22.9;62.3;27,t4g6,nan,9/7/2024 12:57
309,t4g6:113;22.9;62.4;27,t4g6,nan,9/7/2024 12:57
310,t4g6:113;22.9;62.4;27,t4g6,nan,9/7/2024 12:57
311,t4g6:113;22.8;62.4;27,t4g6,nan,9/7/2024 12:57
312,t4g6:113;22.9;62.3;27,t4g6,nan,9/7/2024 12:58
313,t4g6:113;22.8;62.2;27,t4g6,nan,9/7/2024 12:58
314,t4g6:113;22.8;62.3;27,t4g6,nan,9/7/2024 12:58
315,t4g6:113;22.8;62.3;27,t4g6,nan,9/7/2024 12:58
316,t4g6:113;22.8;62.3;27,t4g6,nan,9/7/2024 12:59
317,t4g6:113;22.8;62.4;27,t4g6,nan,9/7/2024 12:59
318,t4g6:113;22.8;62.5;27,t4g6,nan,9/7/2024 12:59
319,t4g6:113;22.8;62.4;27,t4g6,nan,9/7/2024 12:59
320,t4g6:113;22.8;62.3;27,t4g6,nan,9/7/2024 13:00
321,t4g6:113;22.8;62.4;27,t4g6,nan,9/7/2024 13:00
322,t4g6:113;22.8;62.3;27,t4g6,nan,9/7/2024 13:00
323,t4g6:113;22.8;62.3;27,t4g6,nan,9/7/2024 13:00
324,t4g6:113;22.8;62.2;27,t4g6,nan,9/7/2024 13:01
325,t4g6:113;22.8;62.4;27,t4g6,nan,9/7/2024 13:01
326,t4g6:113;22.8;62.3;27,t4g6,nan,9/7/2024 13:01
327,t4g6:113;22.8;62.1;27,t4g6,nan,9/7/2024 13:01
328,t4g6:113;22.8;62.1;27,t4g6,nan,9/7/2024 13:02
329,t4g6:113;22.8;62.4;27,t4g6,nan,9/7/2024 13:02
330,t4g6:113;22.8;62.3;27,t4g6,nan,9/7/2024 13:02
331,t4g6:113;22.7;62.2;27,t4g6,nan,9/7/2024 13:02
332,t4g6:113;22.7;62.2;27,t4g6,nan,9/7/2024 13:03
333,t4g6:113;22.7;62.3;27,t4g6,nan,9/7/2024 13:03
334,t4g6:113;22.7;62.2;27,t4g6,nan,9/7/2024 13:03
335,t4g6:113;22.7;62.1;27,t4g6,nan,9/7/2024 13:03
336,t4g6:113;22.7;62.3;27,t4g6,nan,9/7/2024 13:04
337,t4g6:113;22.7;62.3;27,t4g6,nan,9/7/2024 13:04
338,t4g6:113;22.7;62.3;27,t4g6,nan,9/7/2024 13:04
339,t4g6:113;22.7;62.2;27,t4g6,nan,9/7/2024 13:04
340,t4g6:113;22.7;62.3;27,t4g6,nan,9/7/2024 13:05
341,t4g6:113;22.7;62.4;27,t4g6,nan,9/7/2024 13:05
342,t4g6:113;22.7;62.6;27,t4g6,nan,9/7/2024 13:05
343,t4g6:113;22.7;62.7;27,t4g6,nan,9/7/2024 13:05
344,t4g6:113;22.7;62.6;27,t4g6,nan,9/7/2024 13:06
345,t4g6:113;22.7;62.8;27,t4g6,nan,9/7/2024 13:06
346,t4g6:113;22.6;62.8;27,t4g6,nan,9/7/2024 13:06
347,22.6;65.3;20,t4g6,nan,9/7/2024 13:13
348,22.6;65.2;27,t4g6,nan,9/7/2024 13:13
349,22.6;65.1;27,t4g6,nan,9/7/2024 13:13
350,22.6;65.1;27,t4g6,nan,9/7/2024 13:14
351,22.6;65.1;27,t4g6,nan,9/7/2024 13:14
352,22.6;65.1;27,t4g6,nan,9/7/2024 13:14
353,22.6;65.1;27,t4g6,nan,9/7/2024 13:14
354,22.6;65.0;27,t4g6,nan,9/7/2024 13:15
355,22.6;65.1;27,t4g6,nan,9/7/2024 13:15
356,22.5;65.2;27,t4g6,nan,9/7/2024 13:15
357,22.5;65.2;27,t4g6,nan,9/7/2024 13:15
358,22.5;65.2;27,t4g6,nan,9/7/2024 13:16
359,22.5;65.2;27,t4g6,nan,9/7/2024 13:16
360,22.5;65.2;27,t4g6,nan,9/7/2024 13:16
361,22.5;65.1;27,t4g6,nan,9/7/2024 13:16
362,22.5;65.3;27,t4g6,nan,9/7/2024 13:17
363,t4g6:113,t4g6,22.55;65.15;21,9/7/2024 13:18
364,t4g6:113,t4g6,22.57;65.10;27,9/7/2024 13:18
365,t4g6:113,t4g6,22.57;65.01;28,9/7/2024 13:18
366,t4g6:113,t4g6,22.8;64.8;20,9/7/2024 13:19
367,t4g6:113,t4g6,22.9;64.2;27,9/7/2024 13:19
368,t4g6:113,t4g6,23.1;65.0;20,9/7/2024 13:20
369,t4g6:113,t4g6,23.1;78.7;27,9/7/2024 13:20
370,t4g6:107,t4g6,23.1;63.4;21,9/7/2024 13:21
371,t4g6:107,t4g6,22.8;63.6;20,9/7/2024 13:21
372,t4g6:107,t4g6,22.8;63.8;27,9/7/2024 13:22
373,t4g6:107,t4g6,22.8;65.8;28,9/7/2024 13:22
374,t4g6:107,t4g6,22.8;64.0;28,9/7/2024 13:22
375,t4g6:107,t4g6,22.8;63.8;27,9/7/2024 13:22
376,t4g6:107,t4g6,22.7;63.9;27,9/7/2024 13:23
377,t4g6:107,t4g6,22.7;63.8;27,9/7/2024 13:23
378,t4g6:107,t4g6,22.6;64.2;27,9/7/2024 13:23
379,t4g6:107,t4g6,22.6;64.0;27,9/7/2024 13:23
380,t4g6:107,t4g6,22.5;64.1;27,9/7/2024 13:24
381,t4g6:107,t4g6,22.5;71.1;27,9/7/2024 13:24
382,t4g6:107,t4g6,22.7;81.8;27,9/7/2024 13:24
383,t4g6:107,t4g6,22.6;68.0;27,9/7/2024 13:24
384,t4g6:107,t4g6,22.6;64.6;27,9/7/2024 13:25
385,t4g6:107,t4g6,22.6;65.0;27,9/7/2024 13:25
386,t4g6:107,t4g6,22.5;65.0;27,9/7/2024 13:25
387,t4g6:107,t4g6,22.5;65.0;27,9/7/2024 13:25
388,t4g6:107,t4g6,22.4;64.9;27,9/7/2024 13:26
389,t4g6:107,t4g6,22.4;65.4;27,9/7/2024 13:26
390,t4g6:107,t4g6,22.4;65.1;27,9/7/2024 13:26
391,t4g6:107,t4g6,22.4;65.1;27,9/7/2024 13:26
392,t4g6:107,t4g6,22.4;65.3;27,9/7/2024 13:27
393,t4g6:107,t4g6,22.4;65.8;27,9/7/2024 13:27
394,t4g6:107,t4g6,22.4;65.9;27,9/7/2024 13:27
395,t4g6:107,t4g6,22.5;65.6;27,9/7/2024 13:27
396,t4g6:113,t4g6,23.9;64.2;66,16/7/2024 11:54
397,t4g6:113,t4g6,23.7;64.8;72,16/7/2024 11:54
398,t4g6:113,t4g6,23.4;65.3;65,16/7/2024 11:55
399,t4g6:113,t4g6,23.1;68.0;60,16/7/2024 11:55
400,t4g6:113,t4g6,23.0;67.2;55,16/7/2024 11:55
401,t4g6:113,t4g6,22.7;68.7;36;Jun,16/7/2024 11:56
402,t4g6:113,t4g6,22.7;68.0;45;Jun,16/7/2024 11:56
403,t4g6:113,t4g6,22.6;68.6;42;Jun,16/7/2024 11:56
404,t4g6:113,t4g6,22.6;68.6;40;Jun,16/7/2024 11:57
405,t4g6:113,t4g6,22.5;68.5;38;Jun,16/7/2024 11:57
406,t4g6:113,t4g6,22.5;69.4;37;Jun,16/7/2024 11:57
407,t4g6:113,t4g6,22.5;69.8;36;Jun,16/7/2024 11:57
408,t4g6:113,t4g6,22.5;69.8;34;Jun,16/7/2024 11:58
409,t4g6:113,t4g6,22.4;70.0;34;Jun,16/7/2024 11:58
410,t4g6:113,t4g6,22.4;69.5;33;Jun,16/7/2024 11:58
411,t4g6:113,t4g6,22.4;69.3;31;Jun,16/7/2024 11:58
412,t4g6:113,t4g6,22.3;68.9;31;Jun,16/7/2024 11:59
413,t4g6:113,t4g6,22.3;70.0;30;Jun,16/7/2024 11:59
414,t4g6:113,t4g6,22.3;70.8;30;Jun,16/7/2024 11:59
415,t4g6:113,t4g6,22.3;70.3;29;Jun,16/7/2024 11:59
416,t4g6:113,t4g6,22.3;70.0;29;Jun,16/7/2024 12:00
417,t4g6:113,t4g6,22.3;70.2;29;Jun,16/7/2024 12:00
418,t4g6:113,t4g6,22.3;69.8;29;Jun,16/7/2024 12:00
419,t4g6:113,t4g6,22.3;69.4;29;Jun,16/7/2024 12:00
420,t4g6:113,t4g6,22.2;69.2;29;Jun,16/7/2024 12:01
421,t4g6:113,t4g6,22.3;69.3;28;Jun,16/7/2024 12:01
422,t4g6:113,t4g6,22.3;70.0;28;Jun,16/7/2024 12:01
423,t4g6:113,t4g6,22.3;70.5;28;Jun,16/7/2024 12:01
424,t4g6:113,t4g6,22.4;70.9;28;Jun,16/7/2024 12:02
425,t4g6:113,t4g6,22.3;70.3;28;Jun,16/7/2024 12:02
426,t4g6:113,t4g6,22.3;70.3;28;Jun,16/7/2024 12:02
427,t4g6:113,t4g6,22.3;69.4;27;Jun,16/7/2024 12:02
428,t4g6:113,t4g6,22.2;69.2;27;Jun,16/7/2024 12:03
429,t4g6:113,t4g6,22.3;69.4;27;Jun,16/7/2024 12:03
430,t4g6:113,t4g6,22.3;70.5;27;Jun,16/7/2024 12:03
431,t4g6:113,t4g6,22.3;69.5;27;Jun,16/7/2024 12:03
432,t4g6:113,t4g6,22.3;69.9;27;Jun,16/7/2024 12:04
433,t4g6:113,t4g6,22.1;70.4;29;Jun,16/7/2024 12:14
434,t4g6:113,t4g6,25.1;61.9;35;Jun,16/7/2024 12:32
435,t4g6:113,t4g6,25.0;61.3;35;Jun,16/7/2024 12:42
436,t4g6:113,t4g6,24.9;60.9;35;Jun,16/7/2024 12:52
437,t4g6:113,t4g6,25.0;60.3;37;Jun,16/7/2024 13:02
438,t4g6:113,t4g6,24.7;60.9;38;Jun,16/7/2024 13:12
439,t4g6:113,t4g6,24.9;59.9;38;Jun,16/7/2024 13:22
440,t4g6:113,t4g6,25.1;59.9;39;Jun,16/7/2024 13:32
441,t4g6:113,t4g6,25.2;60.9;39;Jun,16/7/2024 13:42
442,t4g6:113,t4g6,25.3;61.7;39;Jun,16/7/2024 13:52
443,t4g6:113,t4g6,25.5;61.6;41;Jun,16/7/2024 14:02
444,t4g6:113,t4g6,25.6;62.2;41;Jun,16/7/2024 14:12
445,t4g6:113,t4g6,25.6;61.8;41;Jun,16/7/2024 14:22
446,t4g6:113,t4g6,25.6;61.5;42;Jun,16/7/2024 14:32
