id,clientID,topic,message,timestamp
1240,device01:104,device01,103;34.49;38.13;3,26/7/24 17:48
1241,device01:104,device01,68;33.15;36.67;3,26/7/24 17:58
1242,device01:104,device01,79;32.67;36.01;3,26/7/24 18:08
1243,device01:104,device01,62;30.91;33.89;3,26/7/24 18:18
1244,device01:104,device01,37;30.19;33.07;3,26/7/24 18:28
1245,device01:104,device01,48;30.01;32.61;3,26/7/24 18:38
1246,device01:104,device01,6;29.63;31.35;3,26/7/24 18:48
1247,device01:104,device01,0;28.45;29.67;3,26/7/24 18:58
1248,device01:104,device01,0;28.43;29.39;3,26/7/24 19:08
1249,device01:104,device01,0;28.55;29.27;3,26/7/24 19:18
1250,device01:104,device01,0;28.55;29.35;3,26/7/24 19:28
1251,device01:104,device01,0;28.51;29.21;3,26/7/24 19:38
1252,device01:104,device01,0;28.43;29.01;3,26/7/24 19:48
1253,device01:104,device01,0;28.47;29.07;3,26/7/24 19:58
1254,device01:104,device01,0;28.45;29.09;3,26/7/24 20:08
1255,device01:104,device01,0;28.47;29.13;3,26/7/24 20:18
1256,device01:104,device01,0;28.47;29.17;3,26/7/24 20:28
1257,device01:104,device01,0;28.45;29.05;3,26/7/24 20:38
1258,device01:104,device01,0;28.39;29.03;3,26/7/24 20:48
1259,device01:104,device01,0;28.37;28.95;3,26/7/24 20:58
1260,device01:104,device01,0;28.31;28.81;3,26/7/24 21:08
1261,device01:104,device01,0;28.37;28.87;3,26/7/24 21:18
1262,device01:104,device01,0;28.27;28.81;3,26/7/24 21:28
1263,device01:104,device01,0;28.23;28.71;3,26/7/24 21:38
1264,device01:104,device01,0;28.17;28.69;3,26/7/24 21:48
1265,device01:104,device01,0;28.15;28.43;3,26/7/24 21:58
1266,device01:104,device01,0;28.11;28.59;3,26/7/24 22:08
1267,device01:104,device01,0;28.09;28.45;3,26/7/24 22:18
1268,device01:104,device01,0;28.07;28.51;3,26/7/24 22:28
1269,device01:104,device01,0;28.01;28.41;3,26/7/24 22:38
1270,device01:104,device01,0;28.03;28.45;3,26/7/24 22:48
1271,device01:104,device01,0;27.93;28.25;3,26/7/24 22:58
1272,device01:104,device01,0;27.93;28.35;3,26/7/24 23:09
1273,device01:104,device01,0;27.95;28.27;3,26/7/24 23:19
1274,device01:104,device01,0;27.95;28.31;3,26/7/24 23:29
1275,device01:104,device01,0;27.91;28.25;3,26/7/24 23:39
1276,device01:104,device01,0;27.91;28.27;3,26/7/24 23:49
1277,device01:104,device01,0;27.91;28.23;3,26/7/24 23:59
1278,device01:104,device01,0;27.87;28.15;3,27/7/24 00:09
1279,device01:104,device01,0;27.81;28.09;3,27/7/24 00:19
1280,device01:104,device01,0;27.83;28.17;3,27/7/24 00:29
1281,device01:104,device01,0;27.81;28.07;3,27/7/24 00:39
1282,device01:104,device01,0;27.83;27.97;3,27/7/24 00:49
1283,device01:104,device01,0;27.75;27.95;3,27/7/24 00:59
1284,device01:104,device01,0;27.75;28.05;3,27/7/24 01:09
1285,device01:104,device01,0;27.73;28.05;3,27/7/24 01:19
1286,device01:104,device01,0;27.75;28.07;3,27/7/24 01:29
1287,device01:104,device01,0;27.73;27.99;3,27/7/24 01:39
1288,device01:104,device01,0;27.75;28.05;3,27/7/24 01:49
1289,device01:104,device01,0;27.73;27.89;3,27/7/24 01:59
1290,device01:104,device01,0;27.69;27.99;3,27/7/24 02:09
1291,device01:104,device01,0;27.69;27.89;3,27/7/24 02:19
1292,device01:104,device01,0;27.67;27.91;3,27/7/24 02:29
1293,device01:104,device01,0;27.67;27.85;3,27/7/24 02:39
1294,device01:104,device01,0;27.65;27.91;3,27/7/24 02:49
1295,device01:104,device01,0;27.61;27.71;3,27/7/24 02:59
1296,device01:104,device01,0;27.65;27.93;3,27/7/24 03:09
1297,device01:104,device01,0;27.65;27.87;3,27/7/24 03:19
1298,device01:104,device01,0;27.65;27.87;3,27/7/24 03:29
1299,device01:104,device01,0;27.61;27.83;3,27/7/24 03:39
1300,device01:104,device01,0;27.57;27.83;3,27/7/24 03:49
1301,device01:104,device01,0;27.61;27.83;3,27/7/24 03:59
1302,device01:104,device01,0;27.57;27.81;3,27/7/24 04:09
1303,device01:104,device01,0;27.57;27.73;3,27/7/24 04:19
1304,device01:104,device01,0;27.51;27.71;3,27/7/24 04:29
1305,device01:104,device01,0;27.57;27.83;3,27/7/24 04:39
1306,device01:104,device01,0;27.57;27.77;3,27/7/24 04:49
1307,device01:104,device01,0;27.57;27.79;3,27/7/24 04:59
1308,device01:104,device01,0;27.55;27.69;3,27/7/24 05:09
1309,device01:104,device01,0;27.53;27.75;3,27/7/24 05:19
1310,device01:104,device01,0;27.53;27.65;3,27/7/24 05:29
1311,device01:104,device01,0;27.55;27.73;3,27/7/24 05:39
1312,device01:104,device01,0;27.55;27.71;3,27/7/24 05:49
1313,device01:104,device01,0;27.61;27.85;3,27/7/24 05:59
1314,device01:104,device01,0;27.63;27.89;3,27/7/24 06:09
1315,device01:104,device01,0;27.63;27.85;3,27/7/24 06:19
1316,device01:104,device01,0;27.61;27.83;3,27/7/24 06:29
1317,device01:104,device01,0;27.63;27.95;3,27/7/24 06:39
1318,device01:104,device01,0;27.61;27.89;3,27/7/24 06:49
1319,device01:104,device01,0;27.61;27.75;3,27/7/24 06:59
1320,device01:104,device01,0;27.53;27.67;3,27/7/24 07:09
1321,device01:104,device01,0;27.57;27.85;3,27/7/24 07:19
1322,device01:104,device01,0;27.65;27.93;3,27/7/24 07:29
1323,device01:104,device01,0;27.75;28.01;3,27/7/24 07:39
1324,device01:104,device01,0;27.87;28.23;3,27/7/24 07:49
1325,device01:104,device01,0;27.99;28.47;3,27/7/24 07:59
1326,device01:104,device01,0;28.17;28.67;3,27/7/24 08:09
1327,device01:104,device01,6;28.33;28.95;3,27/7/24 08:19
1328,device01:104,device01,24;28.57;29.21;3,27/7/24 08:29
1329,device01:104,device01,24;28.83;29.67;3,27/7/24 08:39
1330,device01:104,device01,13;29.13;30.25;3,27/7/24 08:49
1331,device01:104,device01,24;29.49;30.53;3,27/7/24 08:59
1332,device01:104,device01,24;29.53;30.53;3,27/7/24 09:09
1333,device01:104,device01,31;29.55;30.65;3,27/7/24 09:19
1334,device01:104,device01,19;30.21;31.57;3,27/7/24 09:29
1335,device01:104,device01,40;30.31;31.65;3,27/7/24 09:39
1336,device01:104,device01,40;30.91;32.71;3,27/7/24 09:49
1337,device01:104,device01,55;31.29;33.03;3,27/7/24 09:59
1338,device01:104,device01,13;31.41;32.95;3,27/7/24 10:09
1339,device01:104,device01,44;31.75;33.93;3,27/7/24 10:19
1340,device01:104,device01,44;32.09;34.05;3,27/7/24 10:29
1341,device01:104,device01,44;32.67;35.71;3,27/7/24 10:39
1342,device01:104,device01,44;33.71;36.93;3,27/7/24 10:49
1343,device01:104,device01,62;34.69;38.39;3,27/7/24 10:59
1344,device01:104,device01,62;34.61;38.07;3,27/7/24 11:09
1345,device01:104,device01,62;34.99;38.41;3,27/7/24 11:19
1346,device01:104,device01,62;35.87;39.83;3,27/7/24 11:29
1347,device01:104,device01,62;35.71;39.15;3,27/7/24 11:39
1348,device01:104,device01,62;35.87;39.39;3,27/7/24 11:49
1349,device01:104,device01,79;36.15;39.89;3,27/7/24 11:59
1350,device01:104,device01,50;36.83;41.09;3,27/7/24 12:09
1351,device01:104,device01,50;37.27;41.67;3,27/7/24 12:19
1352,device01:104,device01,50;37.57;42.17;3,27/7/24 12:30
1353,device01:104,device01,68;37.99;42.83;3,27/7/24 12:40
1354,device01:104,device01,68;37.09;41.31;3,27/7/24 12:50
1355,device01:104,device01,48;38.17;41.77;3,27/7/24 13:00
1356,device01:104,device01,55;38.77;43.01;3,27/7/24 13:10
1357,device01:104,device01,86;36.59;39.39;3,27/7/24 13:20
1358,device01:104,device01,57;38.57;43.71;3,27/7/24 13:30
1359,device01:104,device01,86;38.65;43.57;3,27/7/24 13:40
1360,device01:104,device01,57;39.43;44.55;3,27/7/24 13:50
1361,device01:104,device01,86;39.41;44.49;3,27/7/24 14:00
1362,device01:104,device01,57;39.51;44.51;3,27/7/24 14:10
1363,device01:104,device01,57;39.45;44.49;3,27/7/24 14:20
1364,device01:104,device01,74;40.07;45.41;3,27/7/24 14:30
1365,device01:104,device01,86;40.33;45.51;3,27/7/24 14:40
1366,device01:104,device01,72;39.21;42.59;3,27/7/24 14:50
1367,device01:104,device01,86;39.27;43.83;3,27/7/24 15:00
1368,device01:104,device01,68;38.43;43.27;3,27/7/24 15:10
1369,device01:104,device01,74;39.91;45.27;3,27/7/24 15:20
1370,device01:104,device01,74;40.49;45.55;3,27/7/24 15:30
1371,device01:104,device01,68;38.79;43.73;3,27/7/24 15:40
1372,device01:104,device01,31;38.77;41.03;3,27/7/24 15:50
1373,device01:104,device01,74;38.13;43.21;3,27/7/24 16:00
1374,device01:104,device01,86;39.55;44.45;3,27/7/24 16:10
1375,device01:104,device01,86;40.05;44.85;3,27/7/24 16:20
1376,device01:104,device01,86;39.85;44.39;3,27/7/24 16:30
1377,device01:104,device01,86;40.03;44.71;3,27/7/24 16:40
1378,device01:104,device01,86;39.71;44.17;3,27/7/24 16:50
1379,device01:104,device01,86;39.55;44.05;3,27/7/24 17:00
1380,device01:104,device01,86;39.31;43.61;3,27/7/24 17:10
1381,device01:104,device01,103;39.21;43.27;3,27/7/24 17:20
1382,device01:104,device01,86;38.73;42.41;3,27/7/24 17:30
1383,device01:104,device01,86;38.17;41.65;3,27/7/24 17:40
1384,device01:104,device01,86;37.49;40.55;3,27/7/24 17:50
1385,device01:104,device01,68;36.79;39.49;3,27/7/24 18:00
1386,device01:104,device01,79;36.05;38.51;3,27/7/24 18:10
1387,device01:104,device01,37;34.67;35.89;3,27/7/24 18:20
1388,device01:104,device01,31;33.49;34.63;3,27/7/24 18:30
1389,device01:104,device01,24;32.87;33.91;3,27/7/24 18:40
1390,device01:104,device01,0;32.27;32.89;3,27/7/24 18:50
1391,device01:104,device01,0;31.57;31.95;3,27/7/24 19:00
1392,device01:104,device01,0;31.17;31.55;3,27/7/24 19:10
1393,device01:104,device01,0;30.91;31.31;3,27/7/24 19:20
1394,device01:104,device01,0;30.71;31.07;3,27/7/24 19:30
1395,device01:104,device01,0;30.57;30.87;3,27/7/24 19:40
1396,device01:104,device01,0;30.53;30.97;3,27/7/24 19:50
1397,device01:104,device01,0;30.47;30.81;3,27/7/24 20:00
1398,device01:104,device01,0;30.41;30.73;3,27/7/24 20:10
1399,device01:104,device01,0;30.29;30.57;3,27/7/24 20:20
1400,device01:104,device01,0;30.21;30.47;3,27/7/24 20:30
1401,device01:104,device01,0;30.01;30.23;3,27/7/24 20:40
1402,device01:104,device01,0;29.97;30.25;3,27/7/24 20:50
1403,device01:104,device01,0;29.91;30.07;3,27/7/24 21:00
1404,device01:104,device01,0;29.85;30.01;3,27/7/24 21:10
1405,device01:104,device01,0;29.77;30.05;3,27/7/24 21:20
1406,device01:104,device01,0;29.71;29.97;3,27/7/24 21:30
1407,device01:104,device01,0;29.71;29.91;3,27/7/24 21:40
1408,device01:104,device01,0;29.63;29.81;3,27/7/24 21:50
1409,device01:104,device01,0;29.61;29.75;3,27/7/24 22:00
