id,day_of_week,date,month,hour,year
690,2,24,7,3,2024
727,2,24,7,9,2024
386,1,16,7,5,2024
1431,0,29,7,6,2024
1168,5,27,7,10,2024
815,3,25,7,0,2024
1259,6,28,7,2,2024
931,3,25,7,19,2024
426,1,16,7,11,2024
732,2,24,7,10,2024
916,3,25,7,16,2024
919,3,25,7,17,2024
401,1,16,7,7,2024
1458,0,29,7,11,2024
813,2,24,7,23,2024
1181,5,27,7,13,2024
1188,5,27,7,14,2024
1312,6,28,7,10,2024
323,0,15,7,18,2024
711,2,24,7,6,2024
1488,0,29,7,16,2024
870,3,25,7,9,2024
354,0,15,7,23,2024
482,0,22,7,16,2024
731,2,24,7,10,2024
891,3,25,7,12,2024
582,1,23,7,9,2024
1351,6,28,7,17,2024
741,2,24,7,11,2024
1005,4,26,7,7,2024
859,3,25,7,7,2024
1432,0,29,7,6,2024
989,4,26,7,5,2024
1004,4,26,7,7,2024
1364,6,28,7,19,2024
1486,0,29,7,15,2024
1369,6,28,7,20,2024
1189,5,27,7,14,2024
572,1,23,7,7,2024
650,1,23,7,20,2024
327,0,15,7,19,2024
1207,5,27,7,17,2024
639,1,23,7,18,2024
922,3,25,7,17,2024
1363,6,28,7,19,2024
1117,5,27,7,2,2024
537,1,23,7,1,2024
494,0,22,7,18,2024
411,1,16,7,9,2024
836,3,25,7,3,2024
334,0,15,7,20,2024
671,2,24,7,0,2024
1361,6,28,7,19,2024
1421,0,29,7,5,2024
926,3,25,7,18,2024
1314,6,28,7,11,2024
655,1,23,7,21,2024
746,2,24,7,12,2024
1140,5,27,7,6,2024
532,1,23,7,0,2024
518,0,22,7,22,2024
1293,6,28,7,7,2024
405,1,16,7,8,2024
1104,5,27,7,0,2024
380,1,16,7,4,2024
1200,5,27,7,16,2024
599,1,23,7,12,2024
1011,4,26,7,8,2024
397,1,16,7,7,2024
749,2,24,7,13,2024
1103,5,27,7,0,2024
465,1,16,7,18,2024
387,1,16,7,5,2024
1352,6,28,7,17,2024
895,3,25,7,13,2024
761,2,24,7,15,2024
1018,4,26,7,9,2024
503,0,22,7,20,2024
586,1,23,7,9,2024
551,1,23,7,4,2024
802,2,24,7,21,2024
1475,0,29,7,14,2024
874,3,25,7,9,2024
429,1,16,7,12,2024
952,3,25,7,22,2024
1506,0,29,7,19,2024
1065,4,26,7,17,2024
827,3,25,7,2,2024
948,3,25,7,22,2024
1446,0,29,7,9,2024
1311,6,28,7,10,2024
1159,5,27,7,9,2024
438,1,16,7,13,2024
428,1,16,7,12,2024
788,2,24,7,19,2024
1055,4,26,7,16,2024
1298,6,28,7,8,2024
369,1,16,7,2,2024
918,3,25,7,17,2024
1276,6,28,7,4,2024
971,4,26,7,2,2024
1208,5,27,7,17,2024
1227,5,27,7,20,2024
417,1,16,7,10,2024
950,3,25,7,22,2024
684,2,24,7,2,2024
583,1,23,7,9,2024
970,4,26,7,1,2024
358,1,16,7,0,2024
664,1,23,7,22,2024
1088,4,26,7,21,2024
510,0,22,7,21,2024
414,1,16,7,9,2024
316,0,15,7,17,2024
934,3,25,7,19,2024
1342,6,28,7,15,2024
364,1,16,7,1,2024
578,1,23,7,8,2024
1402,0,29,7,1,2024
758,2,24,7,14,2024
1325,6,28,7,13,2024
1097,4,26,7,23,2024
1153,5,27,7,8,2024
1006,4,26,7,7,2024
619,1,23,7,15,2024
656,1,23,7,21,2024
1172,5,27,7,11,2024
628,1,23,7,16,2024
461,1,16,7,17,2024
436,1,16,7,13,2024
1372,6,28,7,20,2024
889,3,25,7,12,2024
1012,4,26,7,8,2024
979,4,26,7,3,2024
362,1,16,7,1,2024
1041,4,26,7,13,2024
1114,5,27,7,1,2024
668,1,23,7,23,2024
1462,0,29,7,11,2024
454,1,16,7,16,2024
785,2,24,7,19,2024
968,4,26,7,1,2024
714,2,24,7,7,2024
1203,5,27,7,16,2024
1221,5,27,7,19,2024
635,1,23,7,18,2024
331,0,15,7,20,2024
999,4,26,7,6,2024
347,0,15,7,22,2024
1139,5,27,7,6,2024
820,3,25,7,0,2024
1142,5,27,7,6,2024
1380,6,28,7,22,2024
722,2,24,7,8,2024
1132,5,27,7,4,2024
852,3,25,7,6,2024
1073,4,26,7,19,2024
1378,6,28,7,21,2024
1344,6,28,7,16,2024
350,0,15,7,23,2024
490,0,22,7,17,2024
560,1,23,7,5,2024
1125,5,27,7,3,2024
1394,0,29,7,0,2024
1268,6,28,7,3,2024
1099,4,26,7,23,2024
1494,0,29,7,17,2024
804,2,24,7,22,2024
466,1,16,7,18,2024
953,3,25,7,23,2024
977,4,26,7,3,2024
602,1,23,7,12,2024
940,3,25,7,20,2024
1436,0,29,7,7,2024
1000,4,26,7,6,2024
1321,6,28,7,12,2024
884,3,25,7,11,2024
1453,0,29,7,10,2024
1049,4,26,7,15,2024
1107,5,27,7,0,2024
329,0,15,7,19,2024
439,1,16,7,14,2024
637,1,23,7,18,2024
570,1,23,7,7,2024
1249,6,28,7,0,2024
1489,0,29,7,16,2024
505,0,22,7,20,2024
427,1,16,7,12,2024
1483,0,29,7,15,2024
1194,5,27,7,15,2024
921,3,25,7,17,2024
495,0,22,7,18,2024
616,1,23,7,14,2024
811,2,24,7,23,2024
1333,6,28,7,14,2024
1345,6,28,7,16,2024
1288,6,28,7,6,2024
1059,4,26,7,16,2024
1261,6,28,7,2,2024
832,3,25,7,2,2024
687,2,24,7,2,2024
357,1,16,7,0,2024
791,2,24,7,20,2024
469,1,16,7,19,2024
1356,6,28,7,18,2024
486,0,22,7,17,2024
328,0,15,7,19,2024
826,3,25,7,1,2024
360,1,16,7,0,2024
506,0,22,7,20,2024
861,3,25,7,7,2024
830,3,25,7,2,2024
1283,6,28,7,6,2024
1412,0,29,7,3,2024
1143,5,27,7,6,2024
1289,6,28,7,7,2024
795,2,24,7,20,2024
1500,0,29,7,18,2024
598,1,23,7,11,2024
1339,6,28,7,15,2024
1112,5,27,7,1,2024
1245,5,27,7,23,2024
540,1,23,7,2,2024
338,0,15,7,21,2024
597,1,23,7,11,2024
1459,0,29,7,11,2024
752,2,24,7,13,2024
1477,0,29,7,14,2024
679,2,24,7,1,2024
544,1,23,7,2,2024
349,0,15,7,23,2024
984,4,26,7,4,2024
1064,4,26,7,17,2024
1490,0,29,7,16,2024
689,2,24,7,3,2024
784,2,24,7,18,2024
1197,5,27,7,15,2024
1491,0,29,7,16,2024
1002,4,26,7,7,2024
344,0,15,7,22,2024
1315,6,28,7,11,2024
1348,6,28,7,16,2024
509,0,22,7,21,2024
1415,0,29,7,4,2024
1423,0,29,7,5,2024
1257,6,28,7,1,2024
818,3,25,7,0,2024
1230,5,27,7,21,2024
1282,6,28,7,5,2024
1492,0,29,7,16,2024
1485,0,29,7,15,2024
1115,5,27,7,2,2024
894,3,25,7,13,2024
472,1,16,7,19,2024
995,4,26,7,6,2024
1440,0,29,7,8,2024
474,1,16,7,19,2024
1136,5,27,7,5,2024
1020,4,26,7,10,2024
1313,6,28,7,11,2024
1192,5,27,7,14,2024
1210,5,27,7,17,2024
1228,5,27,7,20,2024
1508,0,29,7,19,2024
464,1,16,7,18,2024
1284,6,28,7,6,2024
1307,6,28,7,10,2024
824,3,25,7,1,2024
423,1,16,7,11,2024
541,1,23,7,2,2024
1291,6,28,7,7,2024
1166,5,27,7,10,2024
415,1,16,7,10,2024
736,2,24,7,10,2024
734,2,24,7,10,2024
939,3,25,7,20,2024
901,3,25,7,14,2024
1370,6,28,7,20,2024
1234,5,27,7,21,2024
987,4,26,7,4,2024
431,1,16,7,12,2024
365,1,16,7,1,2024
463,1,16,7,18,2024
718,2,24,7,7,2024
1498,0,29,7,17,2024
522,0,22,7,23,2024
1452,0,29,7,10,2024
973,4,26,7,2,2024
1406,0,29,7,2,2024
547,1,23,7,3,2024
320,0,15,7,18,2024
471,1,16,7,19,2024
348,0,15,7,22,2024
767,2,24,7,16,2024
966,4,26,7,1,2024
568,1,23,7,6,2024
618,1,23,7,15,2024
1211,5,27,7,18,2024
1358,6,28,7,18,2024
1195,5,27,7,15,2024
886,3,25,7,11,2024
938,3,25,7,20,2024
1326,6,28,7,13,2024
1455,0,29,7,10,2024
1330,6,28,7,13,2024
577,1,23,7,8,2024
925,3,25,7,18,2024
612,1,23,7,14,2024
729,2,24,7,9,2024
462,1,16,7,17,2024
1260,6,28,7,2,2024
787,2,24,7,19,2024
1267,6,28,7,3,2024
1302,6,28,7,9,2024
1093,4,26,7,22,2024
955,3,25,7,23,2024
1499,0,29,7,18,2024
1439,0,29,7,8,2024
865,3,25,7,8,2024
954,3,25,7,23,2024
1250,6,28,7,0,2024
1243,5,27,7,23,2024
803,2,24,7,22,2024
1134,5,27,7,5,2024
1025,4,26,7,11,2024
1390,6,28,7,23,2024
459,1,16,7,17,2024
458,1,16,7,17,2024
1484,0,29,7,15,2024
1277,6,28,7,5,2024
660,1,23,7,22,2024
717,2,24,7,7,2024
1246,5,27,7,23,2024
1269,6,28,7,3,2024
1434,0,29,7,7,2024
974,4,26,7,2,2024
1085,4,26,7,21,2024
663,1,23,7,22,2024
778,2,24,7,17,2024
640,1,23,7,18,2024
501,0,22,7,19,2024
435,1,16,7,13,2024
1414,0,29,7,3,2024
923,3,25,7,18,2024
455,1,16,7,16,2024
1066,4,26,7,17,2024
1296,6,28,7,8,2024
512,0,22,7,21,2024
1198,5,27,7,15,2024
594,1,23,7,11,2024
608,1,23,7,13,2024
1398,0,29,7,1,2024
715,2,24,7,7,2024
434,1,16,7,13,2024
517,0,22,7,22,2024
1150,5,27,7,7,2024
561,1,23,7,5,2024
1449,0,29,7,9,2024
699,2,24,7,4,2024
1169,5,27,7,11,2024
534,1,23,7,1,2024
956,3,25,7,23,2024
313,0,15,7,17,2024
424,1,16,7,11,2024
1013,4,26,7,9,2024
1266,6,28,7,3,2024
1388,6,28,7,23,2024
756,2,24,7,14,2024
978,4,26,7,3,2024
1405,0,29,7,2,2024
632,1,23,7,17,2024
963,4,26,7,0,2024
1024,4,26,7,10,2024
1287,6,28,7,6,2024
942,3,25,7,21,2024
947,3,25,7,22,2024
1481,0,29,7,15,2024
1416,0,29,7,4,2024
1110,5,27,7,1,2024
960,4,26,7,0,2024
1327,6,28,7,13,2024
871,3,25,7,9,2024
996,4,26,7,6,2024
892,3,25,7,12,2024
839,3,25,7,4,2024
1374,6,28,7,21,2024
855,3,25,7,6,2024
1063,4,26,7,17,2024
1456,0,29,7,10,2024
799,2,24,7,21,2024
407,1,16,7,8,2024
1335,6,28,7,14,2024
878,3,25,7,10,2024
1057,4,26,7,16,2024
1178,5,27,7,12,2024
1206,5,27,7,17,2024
1353,6,28,7,17,2024
521,0,22,7,23,2024
707,2,24,7,6,2024
1109,5,27,7,1,2024
1185,5,27,7,13,2024
712,2,24,7,6,2024
1081,4,26,7,20,2024
1409,0,29,7,3,2024
1343,6,28,7,16,2024
957,3,25,7,23,2024
927,3,25,7,18,2024
1275,6,28,7,4,2024
1040,4,26,7,13,2024
998,4,26,7,6,2024
410,1,16,7,9,2024
1119,5,27,7,2,2024
721,2,24,7,8,2024
817,3,25,7,0,2024
1386,6,28,7,23,2024
1371,6,28,7,20,2024
1244,5,27,7,23,2024
1094,4,26,7,22,2024
515,0,22,7,22,2024
446,1,16,7,15,2024
1366,6,28,7,19,2024
352,0,15,7,23,2024
1332,6,28,7,14,2024
545,1,23,7,3,2024
693,2,24,7,3,2024
603,1,23,7,12,2024
733,2,24,7,10,2024
706,2,24,7,5,2024
907,3,25,7,15,2024
1401,0,29,7,1,2024
962,4,26,7,0,2024
835,3,25,7,3,2024
376,1,16,7,3,2024
326,0,15,7,19,2024
1379,6,28,7,22,2024
807,2,24,7,22,2024
694,2,24,7,3,2024
502,0,22,7,19,2024
1078,4,26,7,19,2024
531,1,23,7,0,2024
1106,5,27,7,0,2024
1391,0,29,7,0,2024
1193,5,27,7,15,2024
652,1,23,7,20,2024
1034,4,26,7,12,2024
610,1,23,7,13,2024
1331,6,28,7,14,2024
770,2,24,7,16,2024
1130,5,27,7,4,2024
584,1,23,7,9,2024
1310,6,28,7,10,2024
516,0,22,7,22,2024
473,1,16,7,19,2024
1044,4,26,7,14,2024
716,2,24,7,7,2024
1017,4,26,7,9,2024
1444,0,29,7,8,2024
880,3,25,7,10,2024
1336,6,28,7,14,2024
1340,6,28,7,15,2024
1419,0,29,7,4,2024
520,0,22,7,22,2024
346,0,15,7,22,2024
1090,4,26,7,21,2024
823,3,25,7,1,2024
1493,0,29,7,17,2024
403,1,16,7,8,2024
1212,5,27,7,18,2024
879,3,25,7,10,2024
1091,4,26,7,22,2024
556,1,23,7,4,2024
325,0,15,7,19,2024
630,1,23,7,17,2024
915,3,25,7,16,2024
702,2,24,7,5,2024
481,0,22,7,16,2024
1155,5,27,7,8,2024
332,0,15,7,20,2024
961,4,26,7,0,2024
1469,0,29,7,13,2024
1146,5,27,7,7,2024
877,3,25,7,10,2024
1480,0,29,7,14,2024
1001,4,26,7,7,2024
1272,6,28,7,4,2024
504,0,22,7,20,2024
1290,6,28,7,7,2024
1014,4,26,7,9,2024
825,3,25,7,1,2024
1397,0,29,7,1,2024
789,2,24,7,19,2024
1171,5,27,7,11,2024
1062,4,26,7,17,2024
567,1,23,7,6,2024
333,0,15,7,20,2024
774,2,24,7,17,2024
591,1,23,7,10,2024
1270,6,28,7,3,2024
700,2,24,7,4,2024
1120,5,27,7,2,2024
658,1,23,7,21,2024
1084,4,26,7,20,2024
442,1,16,7,14,2024
1186,5,27,7,13,2024
1438,0,29,7,7,2024
399,1,16,7,7,2024
645,1,23,7,19,2024
781,2,24,7,18,2024
433,1,16,7,13,2024
1359,6,28,7,18,2024
1410,0,29,7,3,2024
1445,0,29,7,9,2024
1175,5,27,7,12,2024
1441,0,29,7,8,2024
